supplier_id,supplier_name,lead_time_days,Total_Sales
S05536,"Flour Mills Nigeria 5536",13,1502044.80
S02604,"Flour Mills Nigeria 2604",11,1501428.44
S04529,"Nestle Nigeria 4529",7,1500385.25
S00789,"Dufil Prima Foods 789",8,1499499.58
S00010,"Dufil Prima Foods 10",11,1498034.23
S03649,"Nestle Nigeria 3649",11,1496572.16
S09639,"Dangote Sugar 9639",5,1495292.40
S07296,"Dangote Sugar 7296",8,1494279.88
S06206,"Dangote Sugar 6206",7,1493887.12
S08175,"Dangote Sugar 8175",10,1493327.45
S08016,"Nestle Nigeria 8016",4,1493092.38
S02980,"Nestle Nigeria 2980",13,1492986.00
S02824,"Flour Mills Nigeria 2824",2,1492097.53
S04101,"Nestle Nigeria 4101",12,1491816.72
S04362,"Nestle Nigeria 4362",2,1490543.37
S09203,"Dufil Prima Foods 9203",4,1487648.90
S03948,"Nestle Nigeria 3948",6,1487148.24
S05907,"Flour Mills Nigeria 5907",4,1484808.56
S01235,"Dangote Sugar 1235",9,1483670.02
S00278,"Flour Mills Nigeria 278",10,1483600.62
S01723,"Flour Mills Nigeria 1723",6,1482594.44
S03752,"Nestle Nigeria 3752",6,1481755.92
S00234,"Dangote Sugar 234",6,1479690.88
S01844,"Flour Mills Nigeria 1844",9,1477347.20
S01956,"Flour Mills Nigeria 1956",11,1474397.60
S05841,"Dangote Sugar 5841",10,1474368.77
S05245,"Flour Mills Nigeria 5245",13,1473619.41
S06173,"Dufil Prima Foods 6173",11,1472548.15
S04098,"Nestle Nigeria 4098",4,1470804.03
S03452,"Nestle Nigeria 3452",14,1470300.29
S00107,"Flour Mills Nigeria 107",7,1469622.78
S06350,"Flour Mills Nigeria 6350",9,1469565.32
S08725,"Dangote Sugar 8725",5,1468230.56
S06490,"Dangote Sugar 6490",10,1468059.76
S09439,"Flour Mills Nigeria 9439",13,1467533.46
S01466,"Nestle Nigeria 1466",5,1466835.48
S04590,"Dufil Prima Foods 4590",12,1465058.70
S06225,"Flour Mills Nigeria 6225",2,1463985.22
S07250,"Flour Mills Nigeria 7250",14,1459726.60
S06422,"Flour Mills Nigeria 6422",10,1457910.60
S08073,"Dufil Prima Foods 8073",4,1457731.74
S08010,"Dangote Sugar 8010",7,1457128.96
S01851,"Dangote Sugar 1851",14,1456693.16
S07400,"Flour Mills Nigeria 7400",9,1455443.10
S04353,"Dufil Prima Foods 4353",14,1454999.00
S06492,"Dufil Prima Foods 6492",2,1454811.51
S00884,"Nestle Nigeria 884",14,1453986.56
S04898,"Dufil Prima Foods 4898",6,1453880.49
S04235,"Nestle Nigeria 4235",4,1452736.88
S00684,"Dufil Prima Foods 684",11,1450630.37
S09783,"Dangote Sugar 9783",4,1448054.67
S01087,"Dufil Prima Foods 1087",12,1446464.22
S00853,"Dangote Sugar 853",14,1446189.78
S00230,"Dufil Prima Foods 230",13,1445550.47
S01475,"Flour Mills Nigeria 1475",14,1445434.56
S03829,"Dufil Prima Foods 3829",2,1443692.16
S05318,"Dufil Prima Foods 5318",13,1443441.16
S02100,"Flour Mills Nigeria 2100",11,1442524.08
S06735,"Dufil Prima Foods 6735",13,1441515.97
S03038,"Flour Mills Nigeria 3038",2,1441281.85
S09972,"Dangote Sugar 9972",7,1440967.92
S01558,"Nestle Nigeria 1558",10,1440765.98
S08070,"Nestle Nigeria 8070",14,1440221.83
S06695,"Flour Mills Nigeria 6695",9,1440003.52
S01384,"Dufil Prima Foods 1384",13,1439418.05
S06990,"Nestle Nigeria 6990",11,1438089.38
S05009,"Nestle Nigeria 5009",8,1436062.08
S07751,"Dangote Sugar 7751",8,1433939.65
S06809,"Flour Mills Nigeria 6809",3,1433359.84
S09921,"Flour Mills Nigeria 9921",4,1432589.56
S00433,"Nestle Nigeria 433",10,1431719.16
S01366,"Dangote Sugar 1366",5,1431234.00
S08628,"Dangote Sugar 8628",1,1429336.35
S06348,"Flour Mills Nigeria 6348",2,1428176.99
S03631,"Nestle Nigeria 3631",14,1425546.60
S07034,"Dufil Prima Foods 7034",10,1425194.94
S06289,"Dufil Prima Foods 6289",2,1421573.76
S04037,"Dufil Prima Foods 4037",12,1416891.81
S09830,"Dufil Prima Foods 9830",11,1416694.02
S08090,"Dufil Prima Foods 8090",12,1415265.60
S09504,"Nestle Nigeria 9504",9,1414049.60
S02442,"Dufil Prima Foods 2442",6,1413223.24
S08927,"Nestle Nigeria 8927",6,1413087.74
S07711,"Nestle Nigeria 7711",6,1411736.18
S09581,"Dangote Sugar 9581",10,1410361.68
S00835,"Nestle Nigeria 835",3,1410217.42
S00036,"Dufil Prima Foods 36",7,1410131.36
S05482,"Dufil Prima Foods 5482",4,1409954.28
S06784,"Nestle Nigeria 6784",8,1405556.34
S05535,"Nestle Nigeria 5535",1,1403427.60
S01363,"Dufil Prima Foods 1363",3,1402087.20
S08920,"Flour Mills Nigeria 8920",12,1397547.84
S07047,"Flour Mills Nigeria 7047",2,1397243.44
S03120,"Nestle Nigeria 3120",12,1395589.17
S00591,"Dangote Sugar 591",12,1394963.90
S03910,"Dufil Prima Foods 3910",1,1392409.92
S07020,"Dufil Prima Foods 7020",9,1391879.40
S04836,"Dangote Sugar 4836",4,1390224.49
S09367,"Dufil Prima Foods 9367",1,1389620.30
S07299,"Nestle Nigeria 7299",10,1385983.83
S03624,"Flour Mills Nigeria 3624",3,1385675.88
S04739,"Flour Mills Nigeria 4739",7,1384563.99
S05567,"Nestle Nigeria 5567",11,1384260.70
S06418,"Dufil Prima Foods 6418",9,1380848.00
S01212,"Dufil Prima Foods 1212",9,1375289.28
S02137,"Dufil Prima Foods 2137",4,1374722.05
S04940,"Flour Mills Nigeria 4940",2,1374573.48
S03942,"Nestle Nigeria 3942",2,1369758.80
S03674,"Nestle Nigeria 3674",1,1369079.15
S01803,"Dufil Prima Foods 1803",10,1368262.55
S02355,"Dangote Sugar 2355",1,1367211.20
S09402,"Dangote Sugar 9402",5,1367059.96
S09032,"Dufil Prima Foods 9032",11,1365179.80
S01908,"Dangote Sugar 1908",2,1363696.16
S00728,"Dangote Sugar 728",3,1362902.75
S05469,"Dangote Sugar 5469",12,1362216.56
S06149,"Flour Mills Nigeria 6149",9,1360923.85
S06188,"Flour Mills Nigeria 6188",12,1358694.58
S06277,"Dufil Prima Foods 6277",7,1358512.35
S06717,"Dufil Prima Foods 6717",11,1357387.48
S06086,"Dufil Prima Foods 6086",4,1356910.83
S00645,"Dangote Sugar 645",4,1356651.46
S07607,"Nestle Nigeria 7607",3,1355794.16
S06299,"Flour Mills Nigeria 6299",7,1354396.44
S08762,"Flour Mills Nigeria 8762",9,1353942.45
S05121,"Dangote Sugar 5121",6,1353821.96
S09925,"Flour Mills Nigeria 9925",1,1353465.59
S03532,"Nestle Nigeria 3532",12,1348007.88
S08056,"Nestle Nigeria 8056",6,1347658.70
S08162,"Nestle Nigeria 8162",8,1346777.75
S07191,"Dangote Sugar 7191",12,1344930.18
S00667,"Dangote Sugar 667",3,1343091.50
S04716,"Nestle Nigeria 4716",13,1342459.57
S04261,"Dufil Prima Foods 4261",2,1340742.51
S01634,"Dangote Sugar 1634",12,1338903.00
S01490,"Dufil Prima Foods 1490",3,1336440.00
S05188,"Nestle Nigeria 5188",9,1335740.66
S01421,"Dangote Sugar 1421",5,1334678.34
S06022,"Nestle Nigeria 6022",1,1334491.20
S06847,"Flour Mills Nigeria 6847",5,1334331.78
S07147,"Nestle Nigeria 7147",7,1333360.26
S01316,"Flour Mills Nigeria 1316",2,1332200.38
S08677,"Dufil Prima Foods 8677",3,1331297.57
S01989,"Nestle Nigeria 1989",1,1331289.08
S00190,"Dangote Sugar 190",13,1329998.80
S00055,"Nestle Nigeria 55",2,1327776.84
S01648,"Flour Mills Nigeria 1648",13,1327617.41
S01572,"Flour Mills Nigeria 1572",3,1326786.72
S07462,"Nestle Nigeria 7462",1,1324138.12
S03704,"Dangote Sugar 3704",9,1320716.40
S07254,"Flour Mills Nigeria 7254",11,1319240.16
S07190,"Nestle Nigeria 7190",8,1318304.04
S05241,"Dangote Sugar 5241",1,1318264.63
S01833,"Flour Mills Nigeria 1833",13,1317963.94
S04486,"Nestle Nigeria 4486",5,1313228.88
S08585,"Flour Mills Nigeria 8585",13,1312553.01
S04816,"Flour Mills Nigeria 4816",14,1311686.88
S08106,"Dangote Sugar 8106",10,1310580.83
S01814,"Flour Mills Nigeria 1814",11,1309397.16
S04163,"Dangote Sugar 4163",5,1308416.40
S05387,"Dufil Prima Foods 5387",13,1307273.52
S03066,"Dufil Prima Foods 3066",4,1307265.08
S02749,"Flour Mills Nigeria 2749",10,1305085.76
S04196,"Dangote Sugar 4196",5,1304068.82
S08564,"Dangote Sugar 8564",1,1303405.22
S08654,"Flour Mills Nigeria 8654",4,1302797.35
S08012,"Dufil Prima Foods 8012",11,1301806.84
S07631,"Nestle Nigeria 7631",12,1301416.74
S00484,"Flour Mills Nigeria 484",2,1300304.96
S09516,"Dangote Sugar 9516",3,1300008.78
S03856,"Dangote Sugar 3856",10,1299631.83
S06281,"Flour Mills Nigeria 6281",5,1299427.20
S00984,"Dangote Sugar 984",5,1299410.25
S09366,"Nestle Nigeria 9366",10,1297764.70
S01048,"Dangote Sugar 1048",12,1297123.51
S00261,"Flour Mills Nigeria 261",11,1295313.24
S03771,"Nestle Nigeria 3771",11,1294519.11
S04753,"Dangote Sugar 4753",8,1294470.10
S07000,"Flour Mills Nigeria 7000",2,1294206.45
S05041,"Dufil Prima Foods 5041",14,1291022.60
S03627,"Dufil Prima Foods 3627",3,1290882.27
S01315,"Dufil Prima Foods 1315",11,1290315.86
S00346,"Nestle Nigeria 346",13,1289482.12
S09041,"Dangote Sugar 9041",1,1289148.84
S09305,"Dangote Sugar 9305",3,1288758.40
S09005,"Dangote Sugar 9005",8,1288691.07
S08800,"Flour Mills Nigeria 8800",4,1288071.15
S00109,"Nestle Nigeria 109",11,1287707.88
S09919,"Flour Mills Nigeria 9919",6,1282950.00
S06585,"Nestle Nigeria 6585",14,1282065.36
S08054,"Flour Mills Nigeria 8054",3,1281201.49
S07931,"Flour Mills Nigeria 7931",3,1281000.60
S08196,"Nestle Nigeria 8196",2,1280143.10
S08843,"Dangote Sugar 8843",12,1279842.08
S07162,"Nestle Nigeria 7162",14,1278314.15
S08057,"Dangote Sugar 8057",2,1278105.16
S01748,"Flour Mills Nigeria 1748",10,1277955.92
S02333,"Dangote Sugar 2333",8,1277370.82
S06882,"Flour Mills Nigeria 6882",7,1273576.84
S00355,"Dangote Sugar 355",13,1273428.48
S05791,"Flour Mills Nigeria 5791",2,1273369.02
S09968,"Dufil Prima Foods 9968",1,1270823.37
S04215,"Dangote Sugar 4215",6,1268223.84
S04148,"Dufil Prima Foods 4148",12,1265108.52
S03983,"Dufil Prima Foods 3983",9,1262129.94
S05788,"Dufil Prima Foods 5788",8,1261344.64
S04977,"Dangote Sugar 4977",13,1259313.02
S01196,"Dufil Prima Foods 1196",13,1258834.40
S02535,"Flour Mills Nigeria 2535",3,1258562.07
S03944,"Dufil Prima Foods 3944",13,1258504.89
S09948,"Nestle Nigeria 9948",8,1258109.56
S02131,"Dangote Sugar 2131",7,1256545.35
S08757,"Dufil Prima Foods 8757",14,1255675.17
S00072,"Dufil Prima Foods 72",12,1253240.88
S05784,"Dangote Sugar 5784",11,1251946.44
S07186,"Nestle Nigeria 7186",12,1251419.58
S02361,"Dufil Prima Foods 2361",8,1250824.00
S08266,"Dangote Sugar 8266",11,1250786.93
S06673,"Flour Mills Nigeria 6673",2,1249448.12
S02353,"Nestle Nigeria 2353",12,1249060.26
S07203,"Dangote Sugar 7203",1,1248615.92
S03408,"Dufil Prima Foods 3408",4,1248471.57
S05236,"Nestle Nigeria 5236",7,1247516.82
S00568,"Flour Mills Nigeria 568",8,1245355.93
S05016,"Dufil Prima Foods 5016",5,1245134.23
S07502,"Dangote Sugar 7502",3,1244797.95
S08521,"Nestle Nigeria 8521",4,1243068.28
S06560,"Flour Mills Nigeria 6560",9,1242098.42
S06251,"Dufil Prima Foods 6251",9,1241306.39
S07744,"Flour Mills Nigeria 7744",5,1239714.07
S05952,"Flour Mills Nigeria 5952",4,1237581.12
S04924,"Dufil Prima Foods 4924",1,1237381.82
S05342,"Dufil Prima Foods 5342",13,1236619.50
S08966,"Dufil Prima Foods 8966",10,1236211.65
S04776,"Flour Mills Nigeria 4776",5,1234847.16
S03269,"Dangote Sugar 3269",10,1234538.64
S09270,"Dufil Prima Foods 9270",2,1234008.16
S03923,"Dangote Sugar 3923",6,1233127.82
S07497,"Flour Mills Nigeria 7497",9,1232125.32
S07124,"Nestle Nigeria 7124",2,1231615.54
S09013,"Nestle Nigeria 9013",7,1231056.06
S08265,"Dangote Sugar 8265",10,1230699.60
S05403,"Flour Mills Nigeria 5403",8,1230585.22
S09404,"Nestle Nigeria 9404",11,1230522.73
S03067,"Nestle Nigeria 3067",11,1229605.61
S05453,"Flour Mills Nigeria 5453",12,1229534.46
S00970,"Dufil Prima Foods 970",4,1227692.50
S05099,"Nestle Nigeria 5099",7,1226634.41
S02517,"Dangote Sugar 2517",9,1226161.76
S03827,"Nestle Nigeria 3827",2,1225666.04
S05464,"Dangote Sugar 5464",14,1224981.63
S01073,"Dufil Prima Foods 1073",14,1224731.20
S01869,"Flour Mills Nigeria 1869",13,1224512.98
S01238,"Dufil Prima Foods 1238",10,1224103.97
S01338,"Dufil Prima Foods 1338",5,1222115.49
S05056,"Flour Mills Nigeria 5056",5,1221752.98
S07777,"Flour Mills Nigeria 7777",9,1221244.95
S00490,"Flour Mills Nigeria 490",10,1221069.81
S07013,"Flour Mills Nigeria 7013",1,1221007.95
S04566,"Dufil Prima Foods 4566",5,1220331.99
S03539,"Dufil Prima Foods 3539",2,1220085.00
S02737,"Nestle Nigeria 2737",11,1219703.46
S01416,"Dufil Prima Foods 1416",2,1218583.94
S07239,"Dangote Sugar 7239",11,1218263.40
S01676,"Flour Mills Nigeria 1676",3,1215124.66
S00959,"Nestle Nigeria 959",6,1213542.87
S05743,"Nestle Nigeria 5743",7,1213330.32
S01037,"Flour Mills Nigeria 1037",10,1211750.10
S02557,"Dufil Prima Foods 2557",12,1210938.32
S03096,"Dangote Sugar 3096",2,1210283.42
S02784,"Flour Mills Nigeria 2784",5,1209201.30
S02079,"Dufil Prima Foods 2079",12,1209069.84
S07075,"Dufil Prima Foods 7075",7,1208920.04
S09346,"Nestle Nigeria 9346",7,1205128.98
S07274,"Flour Mills Nigeria 7274",3,1204986.34
S01257,"Nestle Nigeria 1257",10,1204356.00
S06808,"Flour Mills Nigeria 6808",12,1204122.24
S03020,"Dangote Sugar 3020",8,1203763.04
S09209,"Flour Mills Nigeria 9209",7,1203405.97
S06692,"Nestle Nigeria 6692",4,1202471.25
S04562,"Dangote Sugar 4562",13,1201066.30
S09216,"Dangote Sugar 9216",9,1199985.90
S03623,"Dangote Sugar 3623",2,1198809.20
S05622,"Dufil Prima Foods 5622",12,1198573.50
S00952,"Dufil Prima Foods 952",11,1198181.25
S04912,"Dangote Sugar 4912",14,1197764.15
S07021,"Dufil Prima Foods 7021",9,1196434.46
S02632,"Nestle Nigeria 2632",10,1196425.74
S09929,"Flour Mills Nigeria 9929",11,1195710.75
S01141,"Dufil Prima Foods 1141",14,1195295.50
S01735,"Dufil Prima Foods 1735",5,1194564.63
S09571,"Flour Mills Nigeria 9571",3,1192178.52
S09451,"Flour Mills Nigeria 9451",2,1190663.74
S04938,"Flour Mills Nigeria 4938",7,1190361.93
S06772,"Dufil Prima Foods 6772",5,1188524.72
S03030,"Flour Mills Nigeria 3030",8,1187813.00
S08062,"Flour Mills Nigeria 8062",14,1187432.27
S07698,"Dangote Sugar 7698",11,1187188.71
S05348,"Dufil Prima Foods 5348",10,1186832.73
S00528,"Dufil Prima Foods 528",10,1184901.36
S02726,"Dufil Prima Foods 2726",8,1182425.53
S01971,"Flour Mills Nigeria 1971",2,1182010.87
S06374,"Dangote Sugar 6374",14,1180935.60
S08798,"Nestle Nigeria 8798",7,1179960.79
S03174,"Dangote Sugar 3174",10,1179959.73
S07844,"Dangote Sugar 7844",4,1179933.12
S04439,"Dangote Sugar 4439",9,1179872.72
S07919,"Flour Mills Nigeria 7919",14,1177542.60
S03418,"Dangote Sugar 3418",9,1175581.62
S01252,"Dufil Prima Foods 1252",4,1174699.86
S02781,"Flour Mills Nigeria 2781",12,1173193.76
S03901,"Dangote Sugar 3901",10,1171301.36
S01197,"Dangote Sugar 1197",5,1170670.20
S04866,"Nestle Nigeria 4866",8,1168192.04
S08603,"Nestle Nigeria 8603",11,1167910.56
S05149,"Dufil Prima Foods 5149",1,1166028.73
S05280,"Flour Mills Nigeria 5280",3,1164323.30
S09441,"Flour Mills Nigeria 9441",12,1164071.70
S08284,"Nestle Nigeria 8284",9,1163516.25
S05072,"Flour Mills Nigeria 5072",5,1162434.36
S09453,"Dangote Sugar 9453",11,1160510.39
S07730,"Nestle Nigeria 7730",3,1158511.32
S05941,"Flour Mills Nigeria 5941",10,1156015.96
S04749,"Dangote Sugar 4749",6,1155956.08
S00017,"Dangote Sugar 17",2,1155532.00
S02707,"Nestle Nigeria 2707",4,1155375.47
S09663,"Nestle Nigeria 9663",1,1153827.93
S09432,"Dangote Sugar 9432",12,1153795.64
S05480,"Nestle Nigeria 5480",4,1153709.50
S08429,"Nestle Nigeria 8429",2,1153377.15
S00464,"Dangote Sugar 464",5,1151681.48
S05701,"Dangote Sugar 5701",1,1151102.16
S08000,"Dufil Prima Foods 8000",7,1150656.62
S02610,"Dangote Sugar 2610",9,1149980.50
S01755,"Dangote Sugar 1755",12,1149888.60
S07570,"Flour Mills Nigeria 7570",14,1149721.56
S05093,"Dangote Sugar 5093",12,1149381.48
S02084,"Dangote Sugar 2084",8,1148930.96
S00692,"Dufil Prima Foods 692",3,1148046.60
S04983,"Dufil Prima Foods 4983",8,1146899.87
S06505,"Nestle Nigeria 6505",5,1146773.56
S04997,"Nestle Nigeria 4997",13,1146158.96
S01491,"Dufil Prima Foods 1491",12,1146139.20
S08510,"Flour Mills Nigeria 8510",10,1145899.28
S03874,"Dufil Prima Foods 3874",6,1144300.08
S08607,"Nestle Nigeria 8607",4,1143843.36
S00523,"Nestle Nigeria 523",8,1143755.50
S08369,"Nestle Nigeria 8369",11,1143473.95
S04621,"Dangote Sugar 4621",14,1142134.50
S06175,"Nestle Nigeria 6175",8,1141142.00
S04980,"Nestle Nigeria 4980",10,1140226.86
S00328,"Flour Mills Nigeria 328",5,1139226.90
S05589,"Dufil Prima Foods 5589",6,1139018.52
S01893,"Dangote Sugar 1893",10,1138334.04
S04933,"Dangote Sugar 4933",3,1137889.65
S02700,"Flour Mills Nigeria 2700",13,1136961.24
S04719,"Nestle Nigeria 4719",5,1136521.68
S01285,"Dangote Sugar 1285",1,1134958.46
S00794,"Flour Mills Nigeria 794",9,1134159.17
S06203,"Flour Mills Nigeria 6203",13,1132948.38
S08612,"Dufil Prima Foods 8612",11,1132852.08
S06518,"Dangote Sugar 6518",3,1132750.54
S03579,"Dangote Sugar 3579",13,1130577.72
S06506,"Dufil Prima Foods 6506",8,1129880.20
S01164,"Nestle Nigeria 1164",4,1127241.40
S09180,"Flour Mills Nigeria 9180",10,1126878.83
S00548,"Flour Mills Nigeria 548",14,1126635.22
S08888,"Dufil Prima Foods 8888",3,1125789.84
S02835,"Dufil Prima Foods 2835",14,1124764.62
S00505,"Nestle Nigeria 505",8,1122784.95
S01110,"Flour Mills Nigeria 1110",8,1122658.70
S08147,"Flour Mills Nigeria 8147",1,1122089.00
S09386,"Flour Mills Nigeria 9386",5,1121487.48
S05076,"Flour Mills Nigeria 5076",14,1121411.04
S04093,"Flour Mills Nigeria 4093",5,1120547.68
S09308,"Dufil Prima Foods 9308",10,1119743.20
S09726,"Nestle Nigeria 9726",13,1118759.25
S02750,"Flour Mills Nigeria 2750",11,1114706.06
S03400,"Nestle Nigeria 3400",11,1114266.80
S00621,"Nestle Nigeria 621",4,1114238.72
S01355,"Dangote Sugar 1355",1,1113949.59
S05752,"Flour Mills Nigeria 5752",4,1113883.78
S02391,"Flour Mills Nigeria 2391",10,1113610.93
S06430,"Flour Mills Nigeria 6430",7,1112585.73
S01098,"Flour Mills Nigeria 1098",14,1112364.70
S06078,"Dufil Prima Foods 6078",7,1111626.50
S03344,"Dufil Prima Foods 3344",2,1110668.97
S05200,"Nestle Nigeria 5200",14,1109542.08
S09122,"Flour Mills Nigeria 9122",4,1109079.12
S06386,"Dufil Prima Foods 6386",6,1109073.16
S05262,"Flour Mills Nigeria 5262",3,1108994.88
S00537,"Flour Mills Nigeria 537",11,1108160.57
S09541,"Nestle Nigeria 9541",6,1108048.32
S00144,"Nestle Nigeria 144",8,1107064.32
S02168,"Nestle Nigeria 2168",7,1105500.52
S08310,"Nestle Nigeria 8310",10,1102689.50
S04147,"Dufil Prima Foods 4147",13,1102197.72
S03993,"Dufil Prima Foods 3993",4,1100777.38
S09680,"Dufil Prima Foods 9680",5,1099254.52
S05933,"Dangote Sugar 5933",11,1099174.86
S02042,"Dufil Prima Foods 2042",11,1099032.66
S01180,"Dangote Sugar 1180",10,1098651.12
S02047,"Nestle Nigeria 2047",8,1098203.52
S09933,"Nestle Nigeria 9933",9,1093540.14
S02888,"Flour Mills Nigeria 2888",13,1093286.52
S07929,"Nestle Nigeria 7929",8,1093168.56
S07257,"Dangote Sugar 7257",6,1093132.90
S08164,"Nestle Nigeria 8164",2,1092863.96
S09801,"Dufil Prima Foods 9801",6,1092854.66
S07441,"Nestle Nigeria 7441",11,1092075.40
S09547,"Dangote Sugar 9547",3,1091156.08
S05384,"Flour Mills Nigeria 5384",5,1089641.34
S02741,"Nestle Nigeria 2741",10,1089621.72
S01767,"Flour Mills Nigeria 1767",14,1087126.71
S09227,"Dangote Sugar 9227",6,1087118.10
S02481,"Nestle Nigeria 2481",5,1086796.04
S02675,"Flour Mills Nigeria 2675",14,1086383.34
S02132,"Nestle Nigeria 2132",2,1084769.76
S03232,"Dufil Prima Foods 3232",6,1083688.26
S01369,"Nestle Nigeria 1369",6,1083277.50
S06654,"Dangote Sugar 6654",6,1081486.51
S03246,"Nestle Nigeria 3246",5,1080763.00
S08458,"Dangote Sugar 8458",8,1080265.27
S08667,"Dufil Prima Foods 8667",6,1079192.37
S00781,"Dufil Prima Foods 781",10,1078792.32
S03894,"Flour Mills Nigeria 3894",3,1078425.75
S07284,"Flour Mills Nigeria 7284",12,1077271.70
S06800,"Dangote Sugar 6800",13,1076217.00
S00617,"Dangote Sugar 617",13,1075312.80
S00872,"Flour Mills Nigeria 872",14,1074937.83
S01231,"Flour Mills Nigeria 1231",4,1074577.94
S04416,"Flour Mills Nigeria 4416",6,1074544.20
S09939,"Flour Mills Nigeria 9939",6,1073888.85
S06087,"Dufil Prima Foods 6087",3,1073854.38
S05467,"Dangote Sugar 5467",13,1073661.05
S04380,"Flour Mills Nigeria 4380",7,1073440.05
S06951,"Flour Mills Nigeria 6951",8,1072635.28
S09268,"Dufil Prima Foods 9268",12,1071951.88
S09660,"Nestle Nigeria 9660",9,1070729.05
S09976,"Dangote Sugar 9976",11,1070697.76
S06826,"Flour Mills Nigeria 6826",13,1070679.44
S01331,"Nestle Nigeria 1331",9,1069943.82
S07610,"Dangote Sugar 7610",4,1069023.06
S02706,"Flour Mills Nigeria 2706",13,1069022.76
S01650,"Dangote Sugar 1650",1,1067966.00
S02270,"Dufil Prima Foods 2270",8,1067948.80
S01299,"Dufil Prima Foods 1299",14,1067636.27
S08908,"Flour Mills Nigeria 8908",6,1067151.53
S00416,"Nestle Nigeria 416",11,1066021.88
S00126,"Nestle Nigeria 126",12,1065530.44
S04648,"Dangote Sugar 4648",6,1063600.70
S00744,"Dangote Sugar 744",4,1061698.74
S00009,"Dangote Sugar 9",6,1061515.40
S00087,"Nestle Nigeria 87",8,1061338.96
S09911,"Dufil Prima Foods 9911",8,1060075.04
S04167,"Flour Mills Nigeria 4167",7,1059796.40
S07499,"Nestle Nigeria 7499",1,1059517.28
S08294,"Dangote Sugar 8294",10,1059388.20
S06061,"Dangote Sugar 6061",5,1059328.52
S08050,"Dangote Sugar 8050",4,1058791.50
S00454,"Flour Mills Nigeria 454",13,1058328.81
S09236,"Dangote Sugar 9236",6,1057711.60
S03122,"Dufil Prima Foods 3122",11,1057325.78
S05935,"Flour Mills Nigeria 5935",8,1056454.80
S03546,"Dangote Sugar 3546",11,1056057.01
S00203,"Flour Mills Nigeria 203",14,1055824.93
S06349,"Dufil Prima Foods 6349",2,1055465.15
S09739,"Flour Mills Nigeria 9739",6,1055286.16
S06222,"Dufil Prima Foods 6222",7,1055048.28
S04243,"Dangote Sugar 4243",1,1054505.84
S00583,"Nestle Nigeria 583",2,1054358.64
S01151,"Dangote Sugar 1151",7,1053921.48
S04431,"Dufil Prima Foods 4431",14,1053254.74
S04664,"Dufil Prima Foods 4664",10,1053003.35
S02188,"Dufil Prima Foods 2188",1,1052382.50
S08366,"Nestle Nigeria 8366",8,1051081.83
S02453,"Nestle Nigeria 2453",11,1048419.68
S00753,"Dangote Sugar 753",9,1047451.76
S00653,"Dufil Prima Foods 653",4,1047040.33
S02431,"Flour Mills Nigeria 2431",14,1046808.66
S00223,"Dufil Prima Foods 223",2,1046629.77
S06419,"Dufil Prima Foods 6419",11,1045497.24
S05084,"Dufil Prima Foods 5084",7,1045371.59
S05124,"Dufil Prima Foods 5124",13,1044138.16
S09620,"Dangote Sugar 9620",11,1044010.80
S09940,"Dangote Sugar 9940",1,1043262.99
S05763,"Nestle Nigeria 5763",14,1043066.61
S01291,"Nestle Nigeria 1291",13,1042774.76
S02958,"Dangote Sugar 2958",1,1042084.40
S05433,"Nestle Nigeria 5433",3,1041712.78
S04276,"Dufil Prima Foods 4276",11,1040990.60
S08155,"Dangote Sugar 8155",11,1040481.39
S01022,"Flour Mills Nigeria 1022",1,1040378.40
