product_name,Sales_Year,Sales_Month,Sales_Month_Number,Monthly_Sales
"Dettol Product 7284",2025,November,11,1132968.00
"Golden Penny Product 423",2025,April,4,1128823.44
"Indomie Product 6262",2025,July,7,1126357.74
"Peak Product 6785",2025,June,6,1125620.46
"Milo Product 6941",2025,December,12,1124233.39
"Indomie Product 1022",2025,February,2,1123673.66
"Golden Penny Product 578",2025,February,2,1123261.93
"Dangote Product 2632",2025,March,3,1122248.23
"Golden Penny Product 4439",2025,May,5,1122200.82
"Golden Penny Product 8109",2025,August,8,1121825.68
"Golden Penny Product 2687",2025,October,10,1121483.08
"Milo Product 7345",2025,January,1,1120750.04
"Dangote Product 2786",2025,November,11,1120393.18
"Dettol Product 8798",2025,March,3,1120010.00
"Indomie Product 9619",2025,May,5,1119450.00
"Nestle Product 2789",2025,May,5,1118973.54
"Milo Product 5797",2025,September,9,1118440.50
"Milo Product 7747",2025,May,5,1118427.53
"Peak Product 6096",2025,August,8,1113741.42
"Power Oil Product 3678",2025,March,3,1113350.69
"Dettol Product 6308",2025,September,9,1113303.04
"Nestle Product 5624",2025,May,5,1112732.43
"Golden Penny Product 2908",2025,June,6,1112656.68
"Milo Product 298",2025,July,7,1112104.83
"Milo Product 3549",2025,June,6,1112043.29
"Dangote Product 9197",2025,April,4,1112010.48
"Peak Product 1501",2025,December,12,1111070.72
"Indomie Product 9432",2025,July,7,1110538.39
"Dangote Product 892",2025,March,3,1110350.50
"Indomie Product 8175",2025,April,4,1108712.04
"Indomie Product 6371",2025,February,2,1107602.40
"Milo Product 7290",2025,October,10,1106975.13
"Golden Penny Product 2594",2025,January,1,1106367.00
"Power Oil Product 1344",2025,April,4,1105537.05
"Golden Penny Product 4312",2025,February,2,1105521.99
"Milo Product 643",2025,February,2,1104316.02
"Indomie Product 4542",2025,November,11,1104298.50
"Power Oil Product 2618",2025,September,9,1103820.16
"Golden Penny Product 3881",2025,September,9,1103239.32
"Nestle Product 1263",2025,July,7,1103176.84
"Indomie Product 981",2025,February,2,1102308.39
"Milo Product 901",2025,October,10,1102004.76
"Dettol Product 3521",2025,February,2,1101543.00
"Power Oil Product 2963",2025,March,3,1101502.36
"Dettol Product 585",2025,October,10,1100581.60
"Indomie Product 3249",2025,April,4,1099949.28
"Power Oil Product 4071",2025,September,9,1099821.62
"Milo Product 8084",2025,July,7,1099550.22
"Indomie Product 9574",2025,April,4,1099332.82
"Nestle Product 2690",2025,September,9,1099226.31
"Dangote Product 5459",2025,April,4,1098698.98
"Indomie Product 4062",2025,March,3,1098563.83
"Indomie Product 3438",2025,March,3,1098173.25
"Peak Product 1542",2025,September,9,1098121.50
"Milo Product 7628",2025,February,2,1097983.21
"Indomie Product 962",2025,February,2,1097861.07
"Nestle Product 9036",2025,August,8,1097576.98
"Indomie Product 3953",2025,May,5,1097392.72
"Golden Penny Product 2667",2025,November,11,1097227.20
"Dangote Product 108",2025,November,11,1097151.87
"Milo Product 4509",2025,April,4,1096743.84
"Dangote Product 9693",2025,August,8,1095518.88
"Power Oil Product 6949",2025,October,10,1094901.92
"Power Oil Product 4098",2025,February,2,1094337.54
"Dangote Product 2034",2025,December,12,1093888.24
"Dettol Product 7147",2025,July,7,1093470.98
"Peak Product 1283",2025,July,7,1093338.46
"Dettol Product 1102",2025,May,5,1093337.61
"Nestle Product 644",2025,November,11,1092717.59
"Nestle Product 5187",2025,March,3,1090878.09
"Indomie Product 7700",2025,September,9,1088926.60
"Dettol Product 6274",2025,August,8,1088617.29
"Peak Product 3282",2025,August,8,1088208.00
"Milo Product 3348",2025,January,1,1088044.44
"Dangote Product 4113",2025,October,10,1084090.31
"Golden Penny Product 3168",2025,June,6,1083151.01
"Peak Product 5418",2025,January,1,1082604.15
"Power Oil Product 8900",2025,December,12,1082209.52
"Indomie Product 1287",2025,May,5,1080635.02
"Power Oil Product 8893",2025,January,1,1080405.76
"Power Oil Product 5414",2025,January,1,1080312.07
"Indomie Product 623",2025,January,1,1079792.12
"Peak Product 312",2025,January,1,1079631.08
"Peak Product 7308",2025,June,6,1079286.04
"Milo Product 5341",2025,November,11,1078988.99
"Golden Penny Product 3073",2025,June,6,1077964.94
"Milo Product 7713",2025,May,5,1077471.98
"Golden Penny Product 6116",2025,September,9,1077409.69
"Peak Product 9265",2025,November,11,1076004.28
"Dettol Product 7800",2025,January,1,1076004.08
"Indomie Product 9924",2025,January,1,1074807.28
"Peak Product 3188",2025,March,3,1074022.09
"Power Oil Product 7250",2025,August,8,1071309.51
"Dangote Product 3034",2025,August,8,1071041.07
"Dangote Product 4945",2025,November,11,1070298.54
"Dangote Product 9994",2025,January,1,1070089.93
"Dettol Product 5753",2025,June,6,1069941.14
"Indomie Product 1450",2025,September,9,1069936.90
"Milo Product 3361",2025,November,11,1069301.74
"Dettol Product 3585",2026,January,1,1069159.52
"Nestle Product 8641",2025,July,7,1067858.49
"Nestle Product 3140",2025,July,7,1067154.50
"Golden Penny Product 2024",2025,September,9,1067103.05
"Golden Penny Product 8904",2025,May,5,1066286.84
"Dangote Product 9865",2025,October,10,1066178.42
"Nestle Product 9442",2025,July,7,1066051.53
"Dettol Product 5794",2025,July,7,1064692.80
"Dangote Product 8584",2025,November,11,1064622.32
"Golden Penny Product 4140",2025,September,9,1063552.60
"Dettol Product 4556",2025,September,9,1061924.77
"Milo Product 441",2025,December,12,1061638.80
"Milo Product 4467",2025,March,3,1061261.46
"Peak Product 6709",2025,January,1,1061197.02
"Indomie Product 7896",2025,April,4,1061181.00
"Nestle Product 3560",2025,December,12,1061049.98
"Indomie Product 9491",2025,September,9,1060513.68
"Dangote Product 1262",2025,June,6,1060372.94
"Dettol Product 1006",2025,July,7,1060282.49
"Indomie Product 4298",2025,June,6,1059998.04
"Dettol Product 9109",2025,May,5,1059906.35
"Indomie Product 2847",2025,March,3,1059676.63
"Dettol Product 4897",2025,April,4,1059556.08
"Dettol Product 9013",2025,December,12,1059166.12
"Dettol Product 844",2025,April,4,1059151.93
"Nestle Product 2748",2025,September,9,1058781.00
"Dettol Product 580",2025,October,10,1057990.19
"Indomie Product 8776",2025,December,12,1057290.02
"Nestle Product 8209",2025,September,9,1057215.78
"Indomie Product 5852",2025,May,5,1056980.50
"Peak Product 1882",2025,July,7,1056892.76
"Dettol Product 6212",2025,December,12,1056773.53
"Golden Penny Product 9341",2025,July,7,1056010.01
"Nestle Product 6562",2025,December,12,1055217.50
"Milo Product 3921",2025,July,7,1054075.99
"Milo Product 1521",2025,July,7,1053040.58
"Power Oil Product 4348",2025,February,2,1052892.72
"Nestle Product 2563",2025,October,10,1051734.05
"Golden Penny Product 7199",2025,July,7,1051340.75
"Dettol Product 2281",2025,May,5,1050357.59
"Dettol Product 9916",2025,November,11,1050301.31
"Dettol Product 3050",2025,October,10,1049616.50
"Peak Product 7320",2025,March,3,1049461.92
"Peak Product 508",2025,October,10,1049455.33
"Dangote Product 7921",2025,December,12,1049201.95
"Golden Penny Product 1654",2025,April,4,1049107.72
"Power Oil Product 5889",2025,June,6,1048894.72
"Milo Product 2368",2025,August,8,1047602.31
"Indomie Product 2100",2025,June,6,1047583.74
"Dangote Product 4884",2025,July,7,1047563.11
"Dangote Product 3358",2025,April,4,1046689.26
"Dangote Product 1639",2025,July,7,1046664.57
"Golden Penny Product 6955",2025,March,3,1044605.88
"Dangote Product 9944",2025,August,8,1044579.15
"Indomie Product 711",2025,November,11,1044233.52
"Nestle Product 7821",2025,February,2,1044036.38
"Power Oil Product 1126",2025,August,8,1043829.24
"Dangote Product 4517",2025,October,10,1043379.95
"Dettol Product 8360",2025,May,5,1043353.42
"Dettol Product 5790",2025,February,2,1042010.76
"Indomie Product 2148",2025,April,4,1041405.13
"Dettol Product 5734",2025,January,1,1040705.42
"Golden Penny Product 8286",2025,August,8,1040354.88
"Indomie Product 9659",2025,May,5,1040229.64
"Peak Product 8646",2025,November,11,1038496.35
"Milo Product 7337",2025,January,1,1038487.28
"Indomie Product 1860",2025,May,5,1037640.48
"Nestle Product 5956",2025,January,1,1037618.32
"Power Oil Product 8197",2025,July,7,1037445.64
"Dangote Product 7427",2025,January,1,1037430.45
"Dangote Product 690",2025,June,6,1035852.30
"Dettol Product 1570",2025,January,1,1035772.19
"Nestle Product 7728",2025,June,6,1035762.55
"Dangote Product 487",2025,January,1,1035344.70
"Nestle Product 9120",2025,February,2,1035191.61
"Dettol Product 7129",2025,April,4,1035008.32
"Power Oil Product 7495",2025,July,7,1034991.81
"Power Oil Product 8807",2025,September,9,1034346.08
"Nestle Product 7809",2025,December,12,1034335.98
"Golden Penny Product 430",2025,October,10,1034269.91
"Dettol Product 2485",2025,February,2,1034040.12
"Nestle Product 4616",2025,July,7,1033949.44
"Dettol Product 4593",2025,November,11,1033651.05
"Dettol Product 3768",2025,November,11,1033169.76
"Golden Penny Product 2974",2025,July,7,1033056.50
"Golden Penny Product 4778",2025,February,2,1032825.41
"Indomie Product 9295",2025,August,8,1032753.82
"Milo Product 7883",2025,June,6,1032585.06
"Peak Product 8989",2025,August,8,1032479.49
"Indomie Product 2388",2025,May,5,1031966.32
"Nestle Product 9599",2025,May,5,1031874.00
"Milo Product 5211",2025,September,9,1031366.00
"Indomie Product 3833",2025,May,5,1031236.08
"Dettol Product 3079",2025,June,6,1030796.45
"Power Oil Product 3798",2025,December,12,1029496.16
"Dangote Product 7592",2025,December,12,1029470.06
"Milo Product 4604",2025,March,3,1028912.16
"Peak Product 2060",2025,January,1,1028826.94
"Dettol Product 2935",2025,April,4,1028445.14
"Golden Penny Product 5395",2025,January,1,1026895.37
"Power Oil Product 588",2025,September,9,1026894.24
"Golden Penny Product 6569",2025,April,4,1026703.35
"Golden Penny Product 7412",2025,April,4,1026587.74
"Nestle Product 3686",2025,November,11,1026570.50
"Indomie Product 7112",2025,June,6,1026507.60
"Peak Product 351",2025,November,11,1026403.72
"Dangote Product 473",2025,July,7,1026069.82
"Indomie Product 540",2025,October,10,1026051.18
"Golden Penny Product 9573",2025,October,10,1026049.05
"Indomie Product 2834",2025,September,9,1025822.50
"Dangote Product 7613",2025,July,7,1025724.16
"Dangote Product 3923",2025,December,12,1025155.20
"Milo Product 3294",2025,March,3,1023727.05
"Indomie Product 3360",2025,June,6,1023426.00
"Indomie Product 9853",2025,June,6,1022179.95
"Milo Product 1442",2025,December,12,1022046.79
"Dangote Product 6671",2025,November,11,1021683.08
"Milo Product 8930",2025,March,3,1021596.25
"Milo Product 9085",2025,February,2,1020781.46
"Nestle Product 3684",2025,May,5,1020399.68
"Milo Product 1274",2025,June,6,1020112.62
"Dettol Product 8672",2025,October,10,1020089.00
"Milo Product 4424",2025,May,5,1019772.07
"Dangote Product 4754",2025,October,10,1019124.32
"Dangote Product 7352",2025,May,5,1017924.53
"Dangote Product 4806",2025,September,9,1017382.95
"Peak Product 1826",2025,August,8,1016977.14
"Power Oil Product 4025",2025,August,8,1016885.71
"Dettol Product 7557",2025,May,5,1016862.73
"Peak Product 4421",2025,June,6,1016752.99
"Golden Penny Product 7474",2025,July,7,1016517.06
"Peak Product 2072",2025,July,7,1016141.76
"Nestle Product 4867",2025,July,7,1015304.71
"Power Oil Product 6652",2025,November,11,1015163.09
"Nestle Product 5500",2025,July,7,1013805.32
"Golden Penny Product 4252",2025,February,2,1013319.30
"Dangote Product 308",2025,June,6,1013118.14
"Dettol Product 860",2025,December,12,1013052.92
"Nestle Product 3161",2025,December,12,1013000.98
"Golden Penny Product 4022",2025,November,11,1012249.70
"Peak Product 4832",2025,April,4,1011845.68
"Indomie Product 1053",2025,October,10,1011201.60
"Golden Penny Product 539",2025,November,11,1011068.16
"Dangote Product 5695",2025,October,10,1009426.77
"Dangote Product 7554",2025,April,4,1008857.89
"Milo Product 1644",2025,December,12,1008477.50
"Dangote Product 863",2025,December,12,1007874.97
"Golden Penny Product 1407",2025,May,5,1007722.59
"Dettol Product 7923",2025,January,1,1007432.38
"Dangote Product 934",2025,May,5,1007375.72
"Dettol Product 4860",2025,April,4,1006916.62
"Dangote Product 2061",2025,July,7,1005515.31
"Indomie Product 292",2025,April,4,1005496.80
"Dettol Product 1526",2025,August,8,1005129.30
"Golden Penny Product 8169",2025,May,5,1004630.83
"Milo Product 6802",2025,September,9,1004299.56
"Nestle Product 1629",2025,September,9,1004197.90
"Nestle Product 9385",2025,October,10,1004091.75
"Milo Product 8256",2025,August,8,1004086.86
"Dangote Product 5764",2025,June,6,1003928.46
"Golden Penny Product 19",2025,October,10,1003812.32
"Dangote Product 6596",2025,August,8,1003714.01
"Peak Product 8499",2025,June,6,1003306.99
"Milo Product 5531",2025,November,11,1002958.38
"Golden Penny Product 3700",2025,March,3,1002626.27
"Dangote Product 6629",2025,September,9,1002513.70
"Peak Product 707",2025,March,3,1002362.23
"Golden Penny Product 2032",2025,February,2,1001886.27
"Nestle Product 561",2025,February,2,1001795.23
"Dettol Product 8370",2025,March,3,1001547.81
"Golden Penny Product 2324",2025,October,10,1001488.44
"Dangote Product 7155",2025,July,7,1001484.00
"Peak Product 8891",2025,September,9,1001034.94
"Peak Product 1219",2025,September,9,1000822.53
"Indomie Product 404",2025,June,6,1000034.90
"Dettol Product 7563",2025,July,7,999840.40
"Peak Product 1669",2025,July,7,999725.60
"Indomie Product 9310",2025,January,1,998837.54
"Power Oil Product 3559",2025,September,9,998725.31
"Golden Penny Product 6494",2025,April,4,998561.91
"Peak Product 8193",2025,January,1,998134.41
"Milo Product 7377",2025,November,11,997906.16
"Milo Product 1357",2025,September,9,997713.65
"Indomie Product 7341",2025,August,8,997676.72
"Golden Penny Product 3179",2025,August,8,997500.46
"Milo Product 6587",2025,September,9,997437.54
"Power Oil Product 9858",2025,January,1,995949.50
"Dettol Product 6798",2025,September,9,995943.06
"Power Oil Product 6481",2025,April,4,995810.22
"Nestle Product 8856",2025,November,11,995707.03
"Indomie Product 4846",2025,July,7,995701.81
"Indomie Product 7295",2025,July,7,995310.12
"Dangote Product 9561",2025,July,7,994982.20
"Peak Product 7646",2025,August,8,994387.99
"Golden Penny Product 7956",2025,May,5,994189.24
"Nestle Product 3861",2025,May,5,993662.12
"Indomie Product 9057",2025,November,11,993516.14
"Indomie Product 9315",2025,September,9,993355.50
"Golden Penny Product 3501",2025,January,1,993217.28
"Indomie Product 1480",2025,February,2,992998.46
"Indomie Product 2691",2025,February,2,992682.18
"Peak Product 3382",2025,December,12,992533.08
"Golden Penny Product 1858",2025,February,2,992416.39
"Peak Product 163",2025,September,9,991085.50
"Dettol Product 6533",2025,July,7,990908.52
"Indomie Product 5441",2025,September,9,990899.76
"Golden Penny Product 3523",2025,August,8,990733.65
"Dangote Product 9563",2025,October,10,990305.85
"Dangote Product 3156",2025,April,4,989973.70
"Peak Product 965",2025,September,9,989835.73
"Milo Product 6105",2025,June,6,989613.66
"Nestle Product 1057",2025,March,3,988422.72
"Milo Product 3425",2025,November,11,988321.34
"Dangote Product 5323",2025,April,4,987695.77
"Power Oil Product 4457",2025,November,11,986981.93
"Milo Product 7864",2025,September,9,985440.09
"Golden Penny Product 6193",2025,May,5,984732.97
"Peak Product 6782",2025,May,5,984508.50
"Indomie Product 6853",2025,August,8,983984.51
"Indomie Product 3825",2025,February,2,983748.64
"Peak Product 8221",2025,February,2,983499.15
"Indomie Product 8378",2025,March,3,983283.19
"Milo Product 7101",2025,October,10,983143.18
"Dettol Product 8416",2025,July,7,982404.86
"Dangote Product 4619",2025,October,10,982274.54
"Peak Product 1927",2025,July,7,981990.03
"Dettol Product 7666",2025,June,6,981766.98
"Indomie Product 3122",2025,August,8,981641.68
"Golden Penny Product 2059",2025,October,10,980791.66
"Indomie Product 7703",2025,January,1,980289.81
"Milo Product 5132",2025,October,10,979500.25
"Golden Penny Product 1418",2025,December,12,979361.82
"Milo Product 6452",2025,June,6,978366.96
"Golden Penny Product 1041",2025,September,9,977981.22
"Golden Penny Product 7479",2025,May,5,977157.90
"Dettol Product 2729",2025,May,5,977057.58
"Power Oil Product 3390",2025,October,10,976916.54
"Milo Product 2968",2025,April,4,976613.52
"Milo Product 1408",2025,July,7,976213.95
"Milo Product 185",2025,June,6,976142.20
"Nestle Product 4951",2025,February,2,975062.40
"Peak Product 793",2025,September,9,974747.71
"Power Oil Product 4468",2025,May,5,973797.05
"Nestle Product 6059",2025,October,10,973738.28
"Indomie Product 5170",2025,October,10,973520.21
"Indomie Product 7519",2025,November,11,973491.16
"Nestle Product 4624",2025,August,8,973369.20
"Milo Product 5306",2025,July,7,973217.97
"Indomie Product 8009",2025,April,4,973120.31
"Indomie Product 4051",2025,December,12,972568.60
"Power Oil Product 6250",2025,December,12,972408.16
"Dangote Product 5378",2025,March,3,971697.38
"Nestle Product 362",2025,February,2,970937.37
"Dangote Product 7173",2025,September,9,970456.88
"Dangote Product 6031",2025,June,6,970238.00
"Golden Penny Product 7240",2025,November,11,970205.56
"Dettol Product 7181",2025,May,5,969234.65
"Nestle Product 6985",2025,October,10,969173.67
"Indomie Product 7632",2025,May,5,968629.55
