supplier_id,supplier_name,lead_time_days,supplier_rating
S00621,Nestle Nigeria 621,4,5.0
S00622,Dufil Prima Foods 622,3,3.6
S00623,Dangote Sugar 623,2,4.4
S00624,Dangote Sugar 624,4,4.7
S00625,Flour Mills Nigeria 625,11,3.6
S00626,Dufil Prima Foods 626,4,3.7
S00627,Dufil Prima Foods 627,8,3.8
S00628,Dangote Sugar 628,3,3.6
S00629,Flour Mills Nigeria 629,9,4.0
S00630,Nestle Nigeria 630,11,4.2
S00631,Dangote Sugar 631,11,4.9
S00632,Nestle Nigeria 632,7,4.9
S00633,Nestle Nigeria 633,2,4.3
S00634,Dangote Sugar 634,13,5.0
S00635,Dangote Sugar 635,2,4.6
S00636,Dangote Sugar 636,13,4.3
S00637,Flour Mills Nigeria 637,9,3.7
S00638,Flour Mills Nigeria 638,13,4.9
S00639,Dangote Sugar 639,3,4.3
S00640,Dufil Prima Foods 640,14,4.8
S00641,Nestle Nigeria 641,5,3.7
S00642,Flour Mills Nigeria 642,7,3.9
S00643,Nestle Nigeria 643,11,4.9
S00644,Dangote Sugar 644,6,3.8
S00645,Dangote Sugar 645,4,3.8
S00646,Dufil Prima Foods 646,12,3.6
S00647,Dufil Prima Foods 647,3,4.4
S00648,Dangote Sugar 648,1,4.7
S00649,Nestle Nigeria 649,3,3.9
S00650,Dangote Sugar 650,13,3.8
S00651,Flour Mills Nigeria 651,14,3.5
S00652,Flour Mills Nigeria 652,11,4.6
S00653,Dufil Prima Foods 653,4,3.7
S00654,Nestle Nigeria 654,4,3.7
S00655,Nestle Nigeria 655,1,4.5
S00656,Dufil Prima Foods 656,13,4.9
S00657,Dangote Sugar 657,5,4.2
S00658,Nestle Nigeria 658,14,4.4
S00659,Flour Mills Nigeria 659,8,3.7
S00660,Nestle Nigeria 660,2,4.9
S00661,Nestle Nigeria 661,6,4.2
S00662,Dufil Prima Foods 662,10,5.0
S00663,Flour Mills Nigeria 663,3,4.0
S00664,Flour Mills Nigeria 664,10,5.0
S00665,Nestle Nigeria 665,8,4.6
S00666,Dangote Sugar 666,5,4.5
S00667,Dangote Sugar 667,3,5.0
S00668,Dufil Prima Foods 668,7,4.4
S00669,Flour Mills Nigeria 669,6,3.7
S00670,Nestle Nigeria 670,2,3.6
S00671,Dufil Prima Foods 671,8,4.3
S00672,Dangote Sugar 672,2,4.1
S00673,Dangote Sugar 673,14,4.9
S00674,Flour Mills Nigeria 674,9,3.6
S00675,Dangote Sugar 675,5,3.9
S00676,Flour Mills Nigeria 676,13,3.7
S00677,Dufil Prima Foods 677,7,3.6
S00678,Nestle Nigeria 678,4,3.6
S00679,Nestle Nigeria 679,6,4.8
S00680,Dangote Sugar 680,2,3.5
S00681,Flour Mills Nigeria 681,1,3.8
S00682,Dufil Prima Foods 682,13,4.3
S00683,Dufil Prima Foods 683,14,4.0
S00684,Dufil Prima Foods 684,11,3.9
S00685,Dangote Sugar 685,14,4.7
S00686,Flour Mills Nigeria 686,12,4.5
S00687,Dangote Sugar 687,13,4.9
S00688,Flour Mills Nigeria 688,14,4.1
S00689,Flour Mills Nigeria 689,3,3.7
S00690,Flour Mills Nigeria 690,9,3.7
S00691,Dufil Prima Foods 691,4,5.0
S00692,Dufil Prima Foods 692,3,4.0
S00693,Flour Mills Nigeria 693,2,3.7
S00694,Flour Mills Nigeria 694,12,4.8
S00695,Flour Mills Nigeria 695,1,3.7
S00696,Nestle Nigeria 696,4,4.2
S00697,Dangote Sugar 697,1,4.1
S00698,Dufil Prima Foods 698,11,3.9
S00699,Nestle Nigeria 699,11,4.0
S00700,Nestle Nigeria 700,10,3.7
S00701,Dangote Sugar 701,14,4.8
S00702,Dufil Prima Foods 702,6,4.9
S00703,Dangote Sugar 703,8,4.1
S00704,Flour Mills Nigeria 704,7,4.4
S00705,Dangote Sugar 705,6,4.0
S00706,Flour Mills Nigeria 706,4,4.1
S00707,Nestle Nigeria 707,6,5.0
S00708,Dangote Sugar 708,3,4.7
S00709,Nestle Nigeria 709,8,3.7
S00710,Dangote Sugar 710,7,4.1
S00711,Dufil Prima Foods 711,12,4.8
S00712,Nestle Nigeria 712,7,4.9
S00713,Dufil Prima Foods 713,7,3.6
S00714,Dangote Sugar 714,11,4.2
S00715,Flour Mills Nigeria 715,5,4.7
S00716,Dangote Sugar 716,3,4.6
S00717,Dangote Sugar 717,12,4.6
S00718,Flour Mills Nigeria 718,6,4.4
S00719,Dufil Prima Foods 719,5,5.0
S00720,Nestle Nigeria 720,6,3.9
S00721,Dufil Prima Foods 721,9,3.6
S00722,Dangote Sugar 722,4,4.2
S00723,Dufil Prima Foods 723,1,4.5
S00724,Nestle Nigeria 724,5,4.8
S00725,Dufil Prima Foods 725,4,3.6
S00726,Dufil Prima Foods 726,1,3.7
S00727,Dufil Prima Foods 727,14,4.0
S00728,Dangote Sugar 728,3,4.9
S00729,Flour Mills Nigeria 729,13,4.6
S00730,Dangote Sugar 730,5,4.7
S00731,Dangote Sugar 731,1,3.6
S00732,Flour Mills Nigeria 732,11,4.6
S00733,Nestle Nigeria 733,14,4.5
S00734,Flour Mills Nigeria 734,12,4.3
S00735,Flour Mills Nigeria 735,9,4.7
S00736,Nestle Nigeria 736,6,4.3
S00737,Dangote Sugar 737,6,5.0
S00738,Nestle Nigeria 738,7,3.9
S00739,Dangote Sugar 739,11,4.3
S00740,Dangote Sugar 740,13,4.4
S00741,Dufil Prima Foods 741,5,3.7
S00742,Dangote Sugar 742,3,4.4
S00743,Flour Mills Nigeria 743,12,4.7
S00744,Dangote Sugar 744,4,4.1
S00745,Nestle Nigeria 745,13,4.2
S00746,Dufil Prima Foods 746,9,3.9
S00747,Dufil Prima Foods 747,11,4.3
S00748,Flour Mills Nigeria 748,13,4.5
S00749,Dufil Prima Foods 749,9,4.8
S00750,Dufil Prima Foods 750,13,4.2
S00751,Nestle Nigeria 751,13,4.0
S00752,Flour Mills Nigeria 752,13,4.3
S00753,Dangote Sugar 753,9,3.5
S00754,Dufil Prima Foods 754,8,4.3
S00755,Dangote Sugar 755,6,3.7
S00756,Nestle Nigeria 756,11,4.9
S00757,Nestle Nigeria 757,13,3.9
S00758,Dufil Prima Foods 758,2,4.5
S00759,Nestle Nigeria 759,8,4.0
S00760,Nestle Nigeria 760,8,4.8
S00761,Flour Mills Nigeria 761,1,4.6
S00762,Dangote Sugar 762,14,4.4
S00763,Dufil Prima Foods 763,4,4.0
S00764,Dufil Prima Foods 764,6,4.2
S00765,Dangote Sugar 765,4,4.7
S00766,Flour Mills Nigeria 766,10,4.6
S00767,Dufil Prima Foods 767,2,3.8
S00768,Flour Mills Nigeria 768,2,3.9
S00769,Dufil Prima Foods 769,5,4.7
S00770,Flour Mills Nigeria 770,10,4.9
S00771,Nestle Nigeria 771,12,4.3
S00772,Dangote Sugar 772,2,4.5
S00773,Nestle Nigeria 773,7,4.2
S00774,Flour Mills Nigeria 774,7,4.4
S00775,Nestle Nigeria 775,3,4.6
S00776,Dangote Sugar 776,1,3.6
S00777,Flour Mills Nigeria 777,8,3.6
S00778,Nestle Nigeria 778,1,4.6
S00779,Dufil Prima Foods 779,1,4.4
S00780,Flour Mills Nigeria 780,9,3.9
S00781,Dufil Prima Foods 781,10,3.6
S00782,Dufil Prima Foods 782,8,4.7
S00783,Nestle Nigeria 783,8,3.8
S00784,Flour Mills Nigeria 784,7,4.7
S00785,Nestle Nigeria 785,8,4.0
S00786,Nestle Nigeria 786,8,4.0
S00787,Flour Mills Nigeria 787,2,3.6
S00788,Dufil Prima Foods 788,11,4.4
S00789,Dufil Prima Foods 789,8,3.9
S00790,Flour Mills Nigeria 790,10,4.5
S00791,Flour Mills Nigeria 791,2,4.3
S00792,Nestle Nigeria 792,6,4.4
S00793,Dufil Prima Foods 793,7,4.6
S00794,Flour Mills Nigeria 794,9,3.5
S00795,Flour Mills Nigeria 795,1,4.3
S00796,Dangote Sugar 796,13,3.9
S00797,Dufil Prima Foods 797,1,3.5
S00798,Flour Mills Nigeria 798,14,3.5
S00799,Flour Mills Nigeria 799,3,4.6
S00800,Nestle Nigeria 800,12,3.7
S00801,Dufil Prima Foods 801,9,4.7
S00802,Flour Mills Nigeria 802,6,3.6
S00803,Flour Mills Nigeria 803,2,4.9
S00804,Flour Mills Nigeria 804,13,4.9
S00805,Flour Mills Nigeria 805,12,4.1
S00806,Nestle Nigeria 806,13,3.9
S00807,Flour Mills Nigeria 807,1,4.7
S00808,Dufil Prima Foods 808,7,4.4
S00809,Dufil Prima Foods 809,14,3.6
S00810,Flour Mills Nigeria 810,5,4.4
S00811,Flour Mills Nigeria 811,2,4.7
S00812,Dufil Prima Foods 812,4,4.8
S00813,Nestle Nigeria 813,12,3.7
S00814,Flour Mills Nigeria 814,10,4.1
S00815,Nestle Nigeria 815,10,4.9
S00816,Dufil Prima Foods 816,2,4.1
S00817,Nestle Nigeria 817,2,3.6
S00818,Dufil Prima Foods 818,1,4.8
S00819,Nestle Nigeria 819,14,4.0
S00820,Dangote Sugar 820,13,4.7
S00821,Dufil Prima Foods 821,6,4.0
S00822,Nestle Nigeria 822,12,3.9
S00823,Nestle Nigeria 823,12,3.6
S00824,Nestle Nigeria 824,6,4.8
S00825,Dangote Sugar 825,11,4.3
S00826,Dangote Sugar 826,12,4.2
S00827,Dangote Sugar 827,10,4.8
S00828,Dangote Sugar 828,1,5.0
S00829,Nestle Nigeria 829,5,3.7
S00830,Dangote Sugar 830,11,4.7
S00831,Dufil Prima Foods 831,4,3.9
S00832,Dangote Sugar 832,3,3.8
S00833,Dufil Prima Foods 833,11,4.0
S00834,Dufil Prima Foods 834,8,4.9
S00835,Nestle Nigeria 835,3,3.5
S00836,Flour Mills Nigeria 836,7,3.6
S00837,Nestle Nigeria 837,10,4.7
S00838,Nestle Nigeria 838,1,3.9
S00839,Dufil Prima Foods 839,8,4.1
S00840,Dufil Prima Foods 840,5,4.0
S00841,Nestle Nigeria 841,3,4.3
S00842,Dufil Prima Foods 842,9,3.5
S00843,Nestle Nigeria 843,10,3.6
S00844,Dangote Sugar 844,10,4.1
S00845,Flour Mills Nigeria 845,12,4.4
S00846,Dufil Prima Foods 846,7,4.1
S00847,Dufil Prima Foods 847,13,4.8
S00848,Nestle Nigeria 848,10,4.1
S00849,Nestle Nigeria 849,13,4.6
S00850,Dufil Prima Foods 850,11,4.0
S00851,Flour Mills Nigeria 851,11,3.6
S00852,Dufil Prima Foods 852,2,5.0
S00853,Dangote Sugar 853,14,5.0
S00854,Dangote Sugar 854,14,3.9
S00855,Dangote Sugar 855,11,4.3
S00856,Dangote Sugar 856,12,4.0
S00857,Dufil Prima Foods 857,6,4.2
S00858,Flour Mills Nigeria 858,4,4.5
S00859,Dufil Prima Foods 859,2,4.0
S00860,Dangote Sugar 860,3,4.2
S00861,Nestle Nigeria 861,11,4.8
S00862,Dufil Prima Foods 862,13,3.8
S00863,Nestle Nigeria 863,13,4.2
S00864,Dufil Prima Foods 864,7,4.9
S00865,Dangote Sugar 865,13,4.6
S00866,Dangote Sugar 866,3,4.2
S00867,Dangote Sugar 867,13,4.4
S00868,Dangote Sugar 868,7,4.5
S00869,Dangote Sugar 869,11,3.9
S00870,Flour Mills Nigeria 870,4,4.8
S00871,Flour Mills Nigeria 871,12,3.5
S00872,Flour Mills Nigeria 872,14,4.0
S00873,Dufil Prima Foods 873,7,4.0
S00874,Dangote Sugar 874,6,4.8
S00875,Nestle Nigeria 875,9,5.0
S00876,Nestle Nigeria 876,4,3.7
S00877,Nestle Nigeria 877,5,4.7
S00878,Dangote Sugar 878,12,3.9
S00879,Dangote Sugar 879,7,4.1
S00880,Nestle Nigeria 880,3,4.7
S00881,Dufil Prima Foods 881,14,4.0
S00882,Dufil Prima Foods 882,11,4.1
S00883,Nestle Nigeria 883,11,3.5
S00884,Nestle Nigeria 884,14,4.5
S00885,Flour Mills Nigeria 885,2,3.8
S00886,Dufil Prima Foods 886,11,4.1
S00887,Flour Mills Nigeria 887,6,4.5
S00888,Dufil Prima Foods 888,1,3.6
S00889,Dangote Sugar 889,2,3.7
S00890,Flour Mills Nigeria 890,6,4.6
S00891,Flour Mills Nigeria 891,11,4.1
S00892,Nestle Nigeria 892,4,3.6
S00893,Nestle Nigeria 893,10,3.9
S00894,Flour Mills Nigeria 894,2,4.0
S00895,Dufil Prima Foods 895,12,4.9
S00896,Dangote Sugar 896,1,4.4
S00897,Flour Mills Nigeria 897,7,3.8
S00898,Dufil Prima Foods 898,11,4.0
S00899,Dangote Sugar 899,8,4.7
S00900,Nestle Nigeria 900,2,4.8
S00901,Dangote Sugar 901,2,3.6
S00902,Flour Mills Nigeria 902,1,3.5
S00903,Dangote Sugar 903,5,3.8
S00904,Flour Mills Nigeria 904,3,4.2
S00905,Nestle Nigeria 905,3,4.6
S00906,Dufil Prima Foods 906,6,4.1
S00907,Dangote Sugar 907,3,4.2
S00908,Dufil Prima Foods 908,11,3.8
S00909,Flour Mills Nigeria 909,14,4.4
S00910,Nestle Nigeria 910,7,4.8
S00911,Nestle Nigeria 911,14,4.1
S00912,Dufil Prima Foods 912,7,4.6
S00913,Flour Mills Nigeria 913,2,4.0
S00914,Flour Mills Nigeria 914,12,3.6
S00915,Dangote Sugar 915,4,4.8
S00916,Dufil Prima Foods 916,2,3.9
S00917,Dangote Sugar 917,14,5.0
S00918,Nestle Nigeria 918,7,4.6
S00919,Dangote Sugar 919,3,4.4
S00920,Flour Mills Nigeria 920,13,4.1
S00921,Dangote Sugar 921,12,4.1
S00922,Flour Mills Nigeria 922,5,4.9
S00923,Nestle Nigeria 923,14,4.9
S00924,Flour Mills Nigeria 924,7,4.2
S00925,Nestle Nigeria 925,12,4.3
S00926,Dangote Sugar 926,5,4.8
S00927,Dangote Sugar 927,9,3.9
S00928,Dufil Prima Foods 928,5,3.9
S00929,Dangote Sugar 929,8,4.8
S00930,Nestle Nigeria 930,13,4.3
S00931,Dufil Prima Foods 931,13,4.7
S00932,Dangote Sugar 932,6,4.7
S00933,Dufil Prima Foods 933,10,4.3
S00934,Nestle Nigeria 934,3,4.9
S00935,Dangote Sugar 935,6,4.0
S00936,Dangote Sugar 936,1,4.6
S00937,Dangote Sugar 937,3,3.7
S00938,Flour Mills Nigeria 938,2,4.0
S00939,Dufil Prima Foods 939,2,3.7
S00940,Dufil Prima Foods 940,8,4.3
S00941,Dangote Sugar 941,6,3.8
S00942,Flour Mills Nigeria 942,12,4.0
S00943,Dufil Prima Foods 943,7,4.9
S00944,Dufil Prima Foods 944,10,3.8
S00945,Nestle Nigeria 945,4,4.3
S00946,Nestle Nigeria 946,12,4.8
S00947,Flour Mills Nigeria 947,12,4.5
S00948,Nestle Nigeria 948,11,4.0
S00949,Dangote Sugar 949,4,4.4
S00950,Nestle Nigeria 950,14,4.5
S00951,Dufil Prima Foods 951,12,3.8
S00952,Dufil Prima Foods 952,11,4.6
S00953,Flour Mills Nigeria 953,3,4.7
S00954,Nestle Nigeria 954,5,4.0
S00955,Dufil Prima Foods 955,13,3.5
S00956,Nestle Nigeria 956,2,4.6
S00957,Flour Mills Nigeria 957,2,4.2
S00958,Flour Mills Nigeria 958,8,3.9
S00959,Nestle Nigeria 959,6,4.3
S00960,Dufil Prima Foods 960,3,4.8
S00961,Nestle Nigeria 961,2,4.0
S00962,Dangote Sugar 962,7,4.4
S00963,Dangote Sugar 963,4,4.3
S00964,Dufil Prima Foods 964,2,4.2
S00965,Flour Mills Nigeria 965,4,4.0
S00966,Nestle Nigeria 966,6,4.8
S00967,Flour Mills Nigeria 967,1,4.9
S00968,Dangote Sugar 968,9,4.8
S00969,Nestle Nigeria 969,6,4.1
S00970,Dufil Prima Foods 970,4,4.4
S00971,Dangote Sugar 971,4,4.5
S00972,Nestle Nigeria 972,14,3.7
S00973,Flour Mills Nigeria 973,13,3.7
S00974,Nestle Nigeria 974,9,4.1
S00975,Dufil Prima Foods 975,9,3.9
S00976,Dufil Prima Foods 976,8,4.0
S00977,Dangote Sugar 977,4,4.1
S00978,Dufil Prima Foods 978,13,3.7
S00979,Dufil Prima Foods 979,14,4.9
S00980,Dangote Sugar 980,1,4.7
S00981,Dufil Prima Foods 981,10,4.4
S00982,Nestle Nigeria 982,12,4.3
S00983,Dufil Prima Foods 983,9,4.0
S00984,Dangote Sugar 984,5,3.6
S00985,Dangote Sugar 985,14,4.4
S00986,Nestle Nigeria 986,2,4.6
S00987,Flour Mills Nigeria 987,2,4.0
S00988,Dangote Sugar 988,5,4.9
S00989,Nestle Nigeria 989,7,4.6
S00990,Nestle Nigeria 990,2,4.3
S00991,Dufil Prima Foods 991,12,4.5
S00992,Flour Mills Nigeria 992,12,3.9
S00993,Dufil Prima Foods 993,4,3.8
S00994,Dangote Sugar 994,12,3.7
S00995,Dangote Sugar 995,14,3.8
S00996,Flour Mills Nigeria 996,7,4.7
S00997,Dufil Prima Foods 997,2,3.8
S00998,Flour Mills Nigeria 998,14,4.2
S00999,Nestle Nigeria 999,13,4.4
S01000,Dufil Prima Foods 1000,2,4.5
S01001,Dangote Sugar 1001,9,3.9
S01002,Dangote Sugar 1002,5,4.0
S01003,Nestle Nigeria 1003,1,3.5
S01004,Dangote Sugar 1004,13,4.0
S01005,Dufil Prima Foods 1005,12,4.2
S01006,Dangote Sugar 1006,2,4.5
S01007,Dangote Sugar 1007,7,4.7
S01008,Dangote Sugar 1008,14,3.7
S01009,Nestle Nigeria 1009,2,4.1
S01010,Nestle Nigeria 1010,13,3.8
S01011,Dangote Sugar 1011,4,4.8
S01012,Nestle Nigeria 1012,12,4.2
S01013,Flour Mills Nigeria 1013,6,4.2
S01014,Dangote Sugar 1014,8,4.5
S01015,Dufil Prima Foods 1015,7,4.8
S01016,Dufil Prima Foods 1016,1,3.8
S01017,Dangote Sugar 1017,1,4.2
S01018,Dufil Prima Foods 1018,7,4.1
S01019,Dufil Prima Foods 1019,10,4.5
S01020,Dangote Sugar 1020,1,4.3
S01021,Dangote Sugar 1021,12,3.7
S01022,Flour Mills Nigeria 1022,1,4.1
S01023,Dufil Prima Foods 1023,6,4.0
S01024,Nestle Nigeria 1024,3,4.1
S01025,Dangote Sugar 1025,8,3.9
S01026,Flour Mills Nigeria 1026,11,4.6
S01027,Flour Mills Nigeria 1027,3,4.5
S01028,Flour Mills Nigeria 1028,11,4.6
S01029,Dangote Sugar 1029,4,4.4
S01030,Dangote Sugar 1030,9,4.8
S01031,Dangote Sugar 1031,10,4.7
S01032,Dufil Prima Foods 1032,1,3.5
S01033,Flour Mills Nigeria 1033,9,4.5
S01034,Nestle Nigeria 1034,1,4.9
S01035,Dufil Prima Foods 1035,2,4.1
S01036,Nestle Nigeria 1036,9,4.8
S01037,Flour Mills Nigeria 1037,10,3.8
S01038,Nestle Nigeria 1038,8,3.6
S01039,Flour Mills Nigeria 1039,9,4.4
S01040,Nestle Nigeria 1040,9,4.8
S01041,Flour Mills Nigeria 1041,10,4.3
S01042,Nestle Nigeria 1042,2,4.1
S01043,Flour Mills Nigeria 1043,2,4.8
S01044,Flour Mills Nigeria 1044,8,4.6
S01045,Dufil Prima Foods 1045,7,4.6
S01046,Flour Mills Nigeria 1046,9,3.5
S01047,Dufil Prima Foods 1047,12,4.2
S01048,Dangote Sugar 1048,12,3.7
S01049,Dufil Prima Foods 1049,3,4.0
S01050,Flour Mills Nigeria 1050,6,3.7
S01051,Nestle Nigeria 1051,3,4.3
S01052,Dufil Prima Foods 1052,14,4.2
S01053,Flour Mills Nigeria 1053,8,4.9
S01054,Nestle Nigeria 1054,2,3.8
S01055,Dufil Prima Foods 1055,5,4.4
S01056,Flour Mills Nigeria 1056,4,4.0
S01057,Dufil Prima Foods 1057,11,4.9
S01058,Nestle Nigeria 1058,13,4.7
S01059,Dangote Sugar 1059,10,3.9
S01060,Dufil Prima Foods 1060,7,4.5
S01061,Flour Mills Nigeria 1061,2,4.8
S01062,Nestle Nigeria 1062,6,4.2
S01063,Dufil Prima Foods 1063,11,4.7
S01064,Flour Mills Nigeria 1064,7,3.8
S01065,Flour Mills Nigeria 1065,8,3.8
S01066,Flour Mills Nigeria 1066,13,4.0
S01067,Nestle Nigeria 1067,7,3.8
S01068,Flour Mills Nigeria 1068,14,4.6
S01069,Nestle Nigeria 1069,5,3.7
S01070,Dangote Sugar 1070,1,3.8
S01071,Dangote Sugar 1071,7,3.5
S01072,Dufil Prima Foods 1072,5,5.0
S01073,Dufil Prima Foods 1073,14,4.5
S01074,Dufil Prima Foods 1074,6,4.2
S01075,Dangote Sugar 1075,7,4.5
S01076,Dangote Sugar 1076,12,3.9
S01077,Nestle Nigeria 1077,2,4.3
S01078,Dufil Prima Foods 1078,4,4.4
S01079,Nestle Nigeria 1079,2,4.6
S01080,Dangote Sugar 1080,6,4.3
S01081,Dufil Prima Foods 1081,8,3.9
S01082,Flour Mills Nigeria 1082,13,4.0
S01083,Nestle Nigeria 1083,13,3.6
S01084,Flour Mills Nigeria 1084,4,4.0
S01085,Dufil Prima Foods 1085,6,3.6
S01086,Dufil Prima Foods 1086,6,4.5
S01087,Dufil Prima Foods 1087,12,4.6
S01088,Dufil Prima Foods 1088,13,3.9
S01089,Dufil Prima Foods 1089,8,3.6
S01090,Dangote Sugar 1090,2,3.7
S01091,Nestle Nigeria 1091,11,4.7
S01092,Nestle Nigeria 1092,5,4.8
S01093,Flour Mills Nigeria 1093,1,4.1
S01094,Dufil Prima Foods 1094,14,4.8
S01095,Dufil Prima Foods 1095,7,4.8
S01096,Dangote Sugar 1096,7,4.6
S01097,Flour Mills Nigeria 1097,7,4.7
S01098,Flour Mills Nigeria 1098,14,3.9
S01099,Nestle Nigeria 1099,4,5.0
S01100,Dufil Prima Foods 1100,14,4.5
S01101,Dufil Prima Foods 1101,5,4.0
S01102,Flour Mills Nigeria 1102,1,4.8
S01103,Dangote Sugar 1103,4,4.4
S01104,Flour Mills Nigeria 1104,12,4.7
S01105,Flour Mills Nigeria 1105,9,3.8
S01106,Flour Mills Nigeria 1106,1,3.8
S01107,Dangote Sugar 1107,1,4.4
S01108,Nestle Nigeria 1108,6,4.6
S01109,Nestle Nigeria 1109,8,4.6
S01110,Flour Mills Nigeria 1110,8,3.8
S01111,Nestle Nigeria 1111,14,4.9
S01112,Flour Mills Nigeria 1112,4,3.6
S01113,Flour Mills Nigeria 1113,7,4.1
S01114,Dangote Sugar 1114,7,4.6
S01115,Flour Mills Nigeria 1115,14,4.9
S01116,Dangote Sugar 1116,8,4.3
S01117,Dufil Prima Foods 1117,12,4.9
S01118,Dufil Prima Foods 1118,9,4.3
S01119,Dangote Sugar 1119,6,4.8
S01120,Dufil Prima Foods 1120,10,4.6
S01121,Dangote Sugar 1121,8,4.6
S01122,Dufil Prima Foods 1122,2,3.6
S01123,Flour Mills Nigeria 1123,8,4.9
S01124,Dangote Sugar 1124,7,3.6
S01125,Flour Mills Nigeria 1125,7,4.4
S01126,Nestle Nigeria 1126,13,3.8
S01127,Dangote Sugar 1127,2,3.5
S01128,Nestle Nigeria 1128,3,4.6
S01129,Dufil Prima Foods 1129,7,4.3
S01130,Dufil Prima Foods 1130,9,5.0
S01131,Dangote Sugar 1131,3,3.5
S01132,Nestle Nigeria 1132,3,4.9
S01133,Dangote Sugar 1133,1,4.5
S01134,Flour Mills Nigeria 1134,6,4.9
S01135,Dangote Sugar 1135,2,3.6
S01136,Nestle Nigeria 1136,1,4.6
S01137,Dufil Prima Foods 1137,6,4.8
S01138,Nestle Nigeria 1138,4,4.0
S01139,Dangote Sugar 1139,10,4.1
S01140,Dufil Prima Foods 1140,1,3.9
S01141,Dufil Prima Foods 1141,14,4.5
S01142,Flour Mills Nigeria 1142,9,3.9
S01143,Nestle Nigeria 1143,13,4.6
S01144,Dufil Prima Foods 1144,1,4.0
S01145,Dangote Sugar 1145,4,4.3
S01146,Dufil Prima Foods 1146,9,4.2
S01147,Flour Mills Nigeria 1147,3,4.5
S01148,Dufil Prima Foods 1148,7,4.2
S01149,Nestle Nigeria 1149,2,4.9
S01150,Nestle Nigeria 1150,6,4.0
S01151,Dangote Sugar 1151,7,4.6
S01152,Dangote Sugar 1152,12,3.8
S01153,Flour Mills Nigeria 1153,6,4.6
S01154,Nestle Nigeria 1154,11,4.8
S01155,Dangote Sugar 1155,4,5.0
S01156,Flour Mills Nigeria 1156,3,4.8
S01157,Flour Mills Nigeria 1157,1,4.3
S01158,Dangote Sugar 1158,10,4.9
S01159,Dangote Sugar 1159,1,5.0
S01160,Flour Mills Nigeria 1160,14,3.8
S01161,Flour Mills Nigeria 1161,11,4.2
S01162,Nestle Nigeria 1162,7,4.6
S01163,Nestle Nigeria 1163,4,4.7
S01164,Nestle Nigeria 1164,4,3.6
S01165,Dangote Sugar 1165,14,4.5
S01166,Dangote Sugar 1166,2,3.9
S01167,Dufil Prima Foods 1167,2,4.7
S01168,Dufil Prima Foods 1168,14,4.7
S01169,Nestle Nigeria 1169,14,3.6
S01170,Dufil Prima Foods 1170,13,4.8
S01171,Dangote Sugar 1171,12,3.7
S01172,Nestle Nigeria 1172,2,3.6
S01173,Flour Mills Nigeria 1173,8,3.7
S01174,Dangote Sugar 1174,9,4.7
S01175,Flour Mills Nigeria 1175,12,4.0
S01176,Flour Mills Nigeria 1176,8,4.6
S01177,Flour Mills Nigeria 1177,12,4.9
S01178,Dufil Prima Foods 1178,4,3.6
S01179,Nestle Nigeria 1179,5,4.5
S01180,Dangote Sugar 1180,10,4.1
S01181,Flour Mills Nigeria 1181,10,4.9
S01182,Dangote Sugar 1182,2,4.4
S01183,Dufil Prima Foods 1183,3,4.2
S01184,Dangote Sugar 1184,6,4.2
S01185,Dufil Prima Foods 1185,6,4.9
S01186,Dufil Prima Foods 1186,13,4.3
S01187,Nestle Nigeria 1187,14,4.7
S01188,Nestle Nigeria 1188,8,4.3
S01189,Dufil Prima Foods 1189,8,3.6
S01190,Dufil Prima Foods 1190,2,3.8
S01191,Nestle Nigeria 1191,14,4.5
S01192,Flour Mills Nigeria 1192,8,4.1
S01193,Dufil Prima Foods 1193,1,4.5
S01194,Dufil Prima Foods 1194,11,3.5
S01195,Nestle Nigeria 1195,3,4.5
S01196,Dufil Prima Foods 1196,13,3.7
S01197,Dangote Sugar 1197,5,4.0
S01198,Dufil Prima Foods 1198,9,5.0
S01199,Dangote Sugar 1199,4,3.5
S01200,Flour Mills Nigeria 1200,4,4.4
S01201,Dufil Prima Foods 1201,9,4.5
S01202,Flour Mills Nigeria 1202,7,5.0
S01203,Dangote Sugar 1203,7,4.8
S01204,Dangote Sugar 1204,14,4.3
S01205,Flour Mills Nigeria 1205,11,4.6
S01206,Dufil Prima Foods 1206,9,4.5
S01207,Dangote Sugar 1207,10,4.5
S01208,Dufil Prima Foods 1208,12,3.9
S01209,Nestle Nigeria 1209,12,3.8
S01210,Nestle Nigeria 1210,12,4.4
S01211,Nestle Nigeria 1211,7,4.3
S01212,Dufil Prima Foods 1212,9,4.2
S01213,Nestle Nigeria 1213,8,4.1
S01214,Dufil Prima Foods 1214,9,4.1
S01215,Dangote Sugar 1215,6,4.2
S01216,Dufil Prima Foods 1216,6,3.8
S01217,Nestle Nigeria 1217,5,4.6
S01218,Dufil Prima Foods 1218,5,3.8
S01219,Flour Mills Nigeria 1219,4,3.7
S01220,Nestle Nigeria 1220,6,5.0
S01221,Dangote Sugar 1221,1,3.9
S01222,Nestle Nigeria 1222,3,4.1
S01223,Dangote Sugar 1223,13,3.9
S01224,Dangote Sugar 1224,12,4.6
S01225,Dangote Sugar 1225,14,4.9
S01226,Dangote Sugar 1226,12,4.5
S01227,Dufil Prima Foods 1227,4,3.6
S01228,Nestle Nigeria 1228,11,4.9
S01229,Dufil Prima Foods 1229,3,3.7
S01230,Dangote Sugar 1230,8,4.2
S01231,Flour Mills Nigeria 1231,4,5.0
